id,name_1,img_route_1,cloth_category_1,cloth_subcategory_1,patron_1,sleeve_1,skirt_1,neckline_1,material_1,fit_1,isCold_1,isRainy_1,isWet_1,isTempered_1,isHot_1,nota_1,name_2,img_route_2,cloth_category_2,cloth_subcategory_2,patron_2,sleeve_2,skirt_2,neckline_2,material_2,fit_2,isCold_2,isRainy_2,isWet_2,isTempered_2,isHot_2,nota_2,name_3,img_route_3,cloth_category_3,cloth_subcategory_3,patron_3,sleeve_3,skirt_3,neckline_3,material_3,fit_3,isCold_3,isRainy_3,isWet_3,isTempered_3,isHot_3,nota_3,name_4,img_route_4,cloth_category_4,cloth_subcategory_4,patron_4,sleeve_4,skirt_4,neckline_4,material_4,fit_4,isCold_4,isRainy_4,isWet_4,isTempered_4,isHot_4,nota_4,name_5,img_route_5,cloth_category_5,cloth_subcategory_5,patron_5,sleeve_5,skirt_5,neckline_5,material_5,fit_5,isCold_5,isRainy_5,isWet_5,isTempered_5,isHot_5,nota_5,name_6,img_route_6,cloth_category_6,cloth_subcategory_6,patron_6,sleeve_6,skirt_6,neckline_6,material_6,fit_6,isCold_6,isRainy_6,isWet_6,isTempered_6,isHot_6,nota_6
553,Boxy Woven Striped Top,Boxy_Woven_Striped_Top/img_00000018.jpg,1,7,6,2,3,1,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fair Isle V-Neck Poncho,Fair_Isle_V-Neck_Poncho/img_00000026.jpg,3,6,2,1,3,2,6,3,1,0,0,0,0,2,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Mineral Wash Overall Shorts,Mineral_Wash_Overall_Shorts/img_00000001.jpg,6,4,6,3,3,4,1,1,0,0,0,1,0,2
554,Collarless V-Neck Blouse,Collarless_V-Neck_Blouse/img_00000078.jpg,1,1,6,3,3,2,3,3,0,0,0,1,1,4,Open-Knit Cowl Neck Sweater,Open-Knit_Cowl_Neck_Sweater/img_00000016.jpg,2,5,1,1,3,1,6,3,1,0,0,1,0,4,Embroidered Southwestern Pattern Jacket,Embroidered_Southwestern_Pattern_Jacket/img_00000025.jpg,3,3,2,1,3,4,2,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Buttoned High-Waisted Skinny Jeans,Buttoned_High-Waisted_Skinny_Jeans/img_00000082.jpg,6,8,6,3,3,4,1,1,1,1,1,1,1,4
555,Embroidered Bead Keyhole Blouse,Embroidered_Bead_Keyhole_Blouse/img_00000009.jpg,1,1,4,3,3,2,3,3,0,0,0,1,1,3,Rose Print Woven Cardigan,Rose_Print_Woven_Cardigan/img_00000023.jpg,2,2,6,1,3,4,3,3,0,0,0,1,1,4,Longline Satin Jacket,Longline_Satin_Jacket/img_00000042.jpg,3,3,6,1,3,1,3,3,1,1,1,0,0,4,Beany,hats/hat11.jpg,4,9,6,0,0,0,6,1,1,1,0,0,0,4,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Clean Wash High-Waisted Shorts,Clean_Wash_High-Waisted_Shorts/img_00000035.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,2
556,Southwestern Burnout Tee,Southwestern_Burnout_Tee/img_00000008.jpg,1,6,2,3,3,1,6,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jockey,hats/hat10.jpg,4,8,0,0,0,0,5,1,0,0,0,1,1,4,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Self-Tie Wrap Culottes,Self-Tie_Wrap_Culottes/img_00000016.jpg,6,12,6,3,3,4,3,2,0,0,1,0,1,2
557,Striped Baseball Tee,Striped_Baseball_Tee/img_00000007.jpg,1,6,3,2,3,2,3,3,0,0,0,0,1,3,Zippered Sleeveless Hoodie,Zippered_Sleeveless_Hoodie/img_00000009.jpg,2,3,6,2,3,1,6,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Marled Knit Joggers,Marled_Knit_Joggers/img_00000032.jpg,6,10,6,3,3,4,3,3,0,0,0,0,1,4
558,Windowpane Floral Crochet Blouse,Windowpane_Floral_Crochet_Blouse/img_00000081.jpg,1,1,6,2,3,2,3,3,0,0,0,1,1,3,Zippered Shawl Collar Blazer,Zippered_Shawl_Collar_Blazer/img_00000117.jpg,2,1,6,1,3,2,3,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat4.jpg,4,2,7,0,0,0,0,2,0,0,0,1,1,4,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Pleated Chiffon Skirt,Pleated_Chiffon_Skirt/img_00000053.jpg,6,2,6,3,3,4,2,3,0,0,0,1,0,2
559,Eyelash Lace Trim Blouse,Eyelash_Lace_Trim_Blouse/img_00000033.jpg,1,1,6,2,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Low-Rise Denim Cutoffs,Low-Rise_Denim_Cutoffs/img_00000051.jpg,6,1,6,3,3,4,1,3,0,0,0,0,1,3
560,Dolphin Hem Blouse,Dolphin_Hem_Blouse/img_00000076.jpg,1,1,6,1,3,1,3,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marled Knit Combo Jacket,Marled_Knit_Combo_Jacket/img_00000017.jpg,3,3,6,1,3,2,3,3,1,0,0,1,0,4,Gorro estilo safari,hats/hat3.jpg,4,3,6,0,0,0,0,2,0,0,0,0,1,2,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Classic Mini Skirt,Classic_Mini_Skirt/img_00000043.jpg,6,2,6,1,2,4,1,1,0,0,0,1,1,3
561,V-Neck Shawl Collar Blouse,V-Neck_Shawl_Collar_Blouse/img_00000110.jpg,1,1,6,1,3,2,2,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Mineral Wash Drawstring Sweatpants,Mineral_Wash_Drawstring_Sweatpants/img_00000007.jpg,6,6,6,3,3,4,3,3,0,0,0,1,1,3
562,Boxy Marled Knit Top,Boxy_Marled_Knit_Top/img_00000011.jpg,1,7,6,2,1,1,3,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Floral Print Chiffon Shorts,Floral_Print_Chiffon_Shorts/img_00000024.jpg,6,4,1,3,3,4,3,2,0,0,0,1,1,2
563,Burnout Knit Shredded-Back Tee,Burnout_Knit_Shredded-Back_Tee/img_00000001.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flower Power Travel Poncho,Flower_Power_Travel_Poncho/img_00000036.jpg,3,6,4,1,3,1,6,3,0,0,0,1,1,3,Gorro Invierno,hats/hat6.jpg,4,5,0,0,0,0,6,1,1,1,0,0,0,4,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Distressed Denim Faded Cutoffs,Distressed_Denim_Faded_Cutoffs/img_00000024.jpg,6,1,6,3,3,4,3,3,0,0,0,1,1,3
565,Crochet Mesh Tank,Crochet_Mesh_Tank/img_00000010.jpg,1,5,4,3,3,4,2,3,0,0,0,1,1,4,Diamond Open-Knit Cardigan,Diamond_Open-Knit_Cardigan/img_00000027.jpg,2,2,4,2,3,1,6,3,0,0,0,1,1,3,Snap Collar Moto Jacket,Snap_Collar_Moto_Jacket/img_00000071.jpg,3,3,6,1,3,2,4,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Tartan Plaid PJ Shorts,Tartan_Plaid_PJ_Shorts/img_00000015.jpg,6,4,7,3,3,4,3,3,0,0,0,1,1,4
566,Cotton Modal-Blend Tank,Cotton_Modal-Blend_Tank/img_00000062.jpg,1,5,2,2,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Longline Utility Jacket,Longline_Utility_Jacket/img_00000025.jpg,3,3,6,1,3,2,3,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Lace-Trimmed Floral Shorts,Lace-Trimmed_Floral_Shorts/img_00000053.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,4
567,Baad Sheep Muscle Tank,Baad_Sheep_Muscle_Tank/img_00000001.jpg,1,5,2,3,3,1,3,3,0,0,0,1,1,5,Asymmetrical Open-Front Blazer,Asymmetrical_Open-Front_Blazer/img_00000086.jpg,2,1,6,1,3,4,3,3,1,0,0,1,0,4,Zip Collar Bomber,Zip_Collar_Bomber/img_00000036.jpg,3,2,6,1,3,2,4,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Tassel-Trimmed Shorts,Tassel-Trimmed_Shorts/img_00000030.jpg,6,4,3,3,3,4,3,3,0,0,0,1,1,1
568,Linen Chiffon Tee,Linen_Chiffon_Tee/img_00000003.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4,Waffle-Sleeve Raglan Sweater,Waffle-Sleeve_Raglan_Sweater/img_00000021.jpg,2,5,6,2,3,1,3,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Water Print Sarong,Water_Print_Sarong/img_00000016.jpg,6,15,2,3,3,4,3,1,0,0,0,1,1,1
569,Netted Mesh Tee,Netted_Mesh_Tee/img_00000038.jpg,1,6,6,2,3,1,2,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Embroidered Lace-Up Poncho,Embroidered_Lace-Up_Poncho/img_00000019.jpg,3,6,4,2,3,2,3,2,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Acid Wash Distressed Jeans,Acid_Wash_Distressed_Jeans/img_00000057.jpg,6,8,1,3,3,4,1,1,0,0,0,1,0,3
570,Boxy Open Mesh Top,Boxy_Open_Mesh_Top/img_00000009.jpg,1,7,6,2,3,1,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Embroidered Mesh Bomber Jacket,Embroidered_Mesh_Bomber_Jacket/img_00000007.jpg,3,3,6,1,3,1,6,3,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Crepe Drawstring Joggers,Crepe_Drawstring_Joggers/img_00000014.jpg,6,10,6,3,3,4,3,3,0,0,0,1,0,3
571,Tab-Sleeved Chiffon Blouse,Tab-Sleeved_Chiffon_Blouse/img_00000124.jpg,1,1,6,1,3,2,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Paneled Knit Leggings,Paneled_Knit_Leggings/img_00000011.jpg,6,3,6,3,3,4,4,1,0,0,1,0,0,3
572,Longline Crinkled Blouse,Longline_Crinkled_Blouse/img_00000066.jpg,1,1,6,1,3,4,3,3,1,1,1,1,1,2,Collarless Faux Leather-Sleeve Blazer,Collarless_Faux_Leather-Sleeve_Blazer/img_00000064.jpg,2,1,6,1,3,4,3,3,1,0,1,1,0,3,Floral Print Bomber Jacket,Floral_Print_Bomber_Jacket/img_00000025.jpg,3,3,1,1,3,1,3,3,1,1,0,1,1,1,Sombrero bucket,hats/hat4.jpg,4,2,7,0,0,0,0,2,0,0,0,1,1,4,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Favorite Ankle-Length Skinny Jeans,Favorite_Ankle-Length_Skinny_Jeans/img_00000061.jpg,6,8,6,3,3,4,1,1,1,1,1,1,1,5
573,Striped Twist-Front Blouse,Striped_Twist-Front_Blouse/img_00000097.jpg,1,1,6,3,3,4,3,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Tropical Floral Leggings,Tropical_Floral_Leggings/img_00000031.jpg,6,3,1,3,3,4,3,2,0,0,0,1,1,3
574,SpongeBob V-Neck Tee,SpongeBob_V-Neck_Tee/img_00000003.jpg,1,6,2,2,3,2,3,3,0,0,0,1,1,5,Mesh Pullover Hoodie,Mesh_Pullover_Hoodie/img_00000046.jpg,2,3,6,1,3,1,3,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jockey,hats/hat10.jpg,4,8,0,0,0,0,5,1,0,0,0,1,1,4,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Classic French Terry Sweatpants,Classic_French_Terry_Sweatpants/img_00000005.jpg,6,6,6,3,3,4,3,3,0,0,0,1,1,3
575,Kurt Cobain Graphic Tee,Kurt_Cobain_Graphic_Tee/img_00000039.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collarless Multi-Knit Jacket,Collarless_Multi-Knit_Jacket/img_00000023.jpg,3,3,6,1,3,1,3,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Pleated Bermuda Shorts,Pleated_Bermuda_Shorts/img_00000042.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,4
577,Dotted Chiffon Blouse,Dotted_Chiffon_Blouse/img_00000089.jpg,1,1,2,1,3,2,2,3,0,0,1,1,1,2,Faux Leather Panel Hoodie,Faux_Leather_Panel_Hoodie/img_00000048.jpg,2,3,6,1,3,1,3,3,1,0,0,0,0,1,Hooded Woven Jacket,Hooded_Woven_Jacket/img_00000025.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Abstract Print Performance Shorts,Abstract_Print_Performance_Shorts/img_00000004.jpg,6,4,1,3,3,4,2,1,0,0,0,0,1,2
579,Positive Muscle Tee,Positive_Muscle_Tee/img_00000005.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,4,Longline Open-Front Cardigan,Longline_Open-Front_Cardigan/img_00000025.jpg,2,2,6,1,3,2,5,3,0,0,0,1,0,3,Scuba Knit Peplum Jacket,Scuba_Knit_Peplum_Jacket/img_00000013.jpg,3,3,6,1,3,1,3,3,1,0,0,1,0,4,Gorro Invierno,hats/hat6.jpg,4,5,0,0,0,0,6,1,1,1,0,0,0,4,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Low-Rise - Distressed Skinny Jeans,Low-Rise_-_Distressed_Skinny_Jeans/img_00000072.jpg,6,8,6,3,3,4,1,1,0,0,0,1,0,3
580,Mixed Ornate Print Blouse,Mixed_Ornate_Print_Blouse/img_00000053.jpg,1,1,1,1,3,1,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Lace Print Skirt,Lace_Print_Skirt/img_00000027.jpg,6,2,4,3,3,4,3,1,0,0,0,1,0,2
581,Boxy Striped Crop Top,Boxy_Striped_Crop_Top/img_00000022.jpg,1,7,3,1,3,1,3,1,0,0,0,1,1,5,Wavy Knit Sweater,Wavy_Knit_Sweater/img_00000008.jpg,2,5,3,1,3,1,3,3,1,0,1,0,0,4,Faux Fur Jacket,Faux_Fur_Jacket/img_00000061.jpg,3,3,1,3,3,2,5,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Faded Distressed Jeans,Faded_Distressed_Jeans/img_00000006.jpg,6,8,6,3,3,4,1,3,1,1,1,1,1,4
583,Varsity-Striped 18 Tee,Varsity-Striped_18_Tee/img_00000034.jpg,1,6,6,1,3,1,6,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro estilo safari,hats/hat3.jpg,4,3,6,0,0,0,0,2,0,0,0,0,1,2,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Belted Chambray Shorts,Belted_Chambray_Shorts/img_00000029.jpg,6,4,5,3,3,4,3,2,0,0,0,1,1,3
585,Abstract Grid Print Top,Abstract_Grid_Print_Top/img_00000005.jpg,1,7,7,3,3,2,3,3,0,0,0,0,1,4,Southwestern-Patterned Burnout Cardigan,Southwestern-Patterned_Burnout_Cardigan/img_00000008.jpg,2,2,4,1,3,1,3,2,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Topstitched Jodhpurs,Topstitched_Jodhpurs/img_00000041.jpg,6,14,6,3,3,4,3,3,0,0,0,1,0,3
586,Me Prouver Slub Knit Tee,Me_Prouver_Slub_Knit_Tee/img_00000005.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Rose Print Corduroy Skater Skirt,Rose_Print_Corduroy_Skater_Skirt/img_00000031.jpg,6,2,6,3,3,4,3,3,0,0,0,1,1,5
587,Beaded-Trim Chiffon Tank,Beaded-Trim_Chiffon_Tank/img_00000022.jpg,1,5,6,3,3,4,3,3,0,0,0,1,1,3,Geo-Striped Baja Hoodie,Geo-Striped_Baja_Hoodie/img_00000012.jpg,2,3,6,1,3,1,6,3,1,1,1,0,0,3,Heathered Scuba Knit Bomber Jacket,Heathered_Scuba_Knit_Bomber_Jacket/img_00000018.jpg,3,3,6,1,3,2,3,3,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Mandala Print Skirt,Mandala_Print_Skirt/img_00000002.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,5
588,Ruffled Tie-Neck Blouse,Ruffled_Tie-Neck_Blouse/img_00000027.jpg,1,1,6,1,3,2,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Pinstriped Denim Joggers,Pinstriped_Denim_Joggers/img_00000012.jpg,6,10,3,3,3,4,3,3,1,1,1,1,1,5
590,Oversized V-Neck Tee,Oversized_V-Neck_Tee/img_00000032.jpg,1,6,6,2,3,2,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Crepe Pencil Skirt,Crepe_Pencil_Skirt/img_00000033.jpg,6,2,6,3,3,4,3,1,0,0,0,1,1,5
591,Bell-Sleeved Peasant Top,Bell-Sleeved_Peasant_Top/img_00000010.jpg,1,7,5,1,3,1,2,2,0,0,0,1,1,3,Longline Baseball Jersey,Longline_Baseball_Jersey/img_00000029.jpg,2,4,6,1,3,4,3,3,0,0,0,1,0,5,Faux Fur Bomber Jacket,Faux_Fur_Bomber_Jacket/img_00000069.jpg,3,3,6,1,3,1,5,3,1,1,0,0,0,3,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Faux Leather Skater Skirt,Faux_Leather_Skater_Skirt/img_00000067.jpg,6,2,6,3,3,4,4,3,0,0,0,1,1,4
592,V-Cut Fringe Tank,V-Cut_Fringe_Tank/img_00000021.jpg,1,5,6,3,3,4,3,3,0,0,1,0,0,3,Mixed Knit Sweater,Mixed_Knit_Sweater/img_00000012.jpg,2,5,6,3,3,1,6,3,1,0,0,0,0,3,Longline Sateen Open-Front Jacket,Longline_Sateen_Open-Front_Jacket/img_00000003.jpg,3,3,6,1,3,2,3,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Zip-Pocket Woven Shorts,Zip-Pocket_Woven_Shorts/img_00000031.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,1
593,Striped Twist-Front Blouse,Striped_Twist-Front_Blouse/img_00000056.jpg,1,1,3,1,3,1,3,3,0,0,0,1,0,3,Heathered French Terry Cardigan,Heathered_French_Terry_Cardigan/img_00000028.jpg,2,2,6,1,3,2,3,3,1,0,0,1,0,3,Collared Faux Leather Jacket,Collared_Faux_Leather_Jacket/img_00000022.jpg,3,3,6,1,3,2,5,3,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Polka Dot Woven Shorts,Polka_Dot_Woven_Shorts/img_00000015.jpg,6,4,2,3,3,4,3,3,0,0,0,1,1,3
594,Woven Open-Back Blouse,Woven_Open-Back_Blouse/img_00000042.jpg,1,1,6,1,3,2,2,3,0,0,0,1,1,3,Cowl Neck Sweater,Cowl_Neck_Sweater/img_00000061.jpg,2,5,6,1,3,1,6,3,1,0,1,0,0,4,Hooded Bomber Jacket,Hooded_Bomber_Jacket/img_00000087.jpg,3,3,6,1,3,1,4,3,1,1,1,0,0,5,Beany,hats/hat11.jpg,4,9,6,0,0,0,6,1,1,1,0,0,0,4,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Zippered Faux Leather Mini Skirt,Zippered_Faux_Leather_Mini_Skirt/img_00000026.jpg,6,2,6,3,3,4,3,3,0,0,0,1,1,4
595,Leaf Print Blouse,Leaf_Print_Blouse/img_00000060.jpg,1,1,2,1,3,1,3,3,1,0,1,1,0,1,Tasmanian Devil Sweater,Tasmanian_Devil_Sweater/img_00000048.jpg,2,5,6,1,3,2,6,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Drawstring Floral Shorts,Drawstring_Floral_Shorts/img_00000015.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,4
596,Side-Slit Longline Tee,Side-Slit_Longline_Tee/img_00000026.jpg,1,6,6,2,3,4,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Floral Paisley Crochet Jacket,Floral_Paisley_Crochet_Jacket/img_00000002.jpg,3,3,1,1,3,2,3,2,0,0,0,1,1,3,Jockey reggaeton,hats/hat12.jpg,4,10,0,0,0,0,0,1,1,0,0,1,1,2,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Distressed Straight-Leg Jeans,Distressed_Straight-Leg_Jeans/img_00000018.jpg,6,8,6,3,3,4,1,3,1,1,1,1,1,4
597,Tie-Dye Cutout Tee,Tie-Dye_Cutout_Tee/img_00000019.jpg,1,6,1,1,2,1,3,3,0,0,0,1,1,3,Longline Boyfriend Blazer,Longline_Boyfriend_Blazer/img_00000092.jpg,2,1,6,1,3,2,3,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Crepe Drawstring Joggers,Crepe_Drawstring_Joggers/img_00000037.jpg,6,10,6,3,3,4,3,3,1,1,1,1,1,4
598,NYC Graphic Tee,NYC_Graphic_Tee/img_00000065.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boina,hats/hat8.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Shirred Panel Shorts,Shirred_Panel_Shorts/img_00000008.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,3
