name,img_route,cloth_category,cloth_subcategory,patron,sleeve,skirt,neckline,material,fit,isCold,isRainy,isWet,isTempered,isHot,nota
10994,Double-Breasted Blazer,Double-Breasted_Blazer/img_00000077.jpg,2,1,6,1,3,2,3,3,0,0,1,1,0,5
11009,Baroque Print Crop Top,Baroque_Print_Crop_Top/img_00000058.jpg,1,7,1,3,3,4,2,3,0,0,0,1,1,5
11013,Flower Power Travel Poncho,Flower_Power_Travel_Poncho/img_00000036.jpg,3,6,4,1,3,1,6,3,0,0,0,1,1,3
11027,NYC Graphic Tee,NYC_Graphic_Tee/img_00000024.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,1
11029,Striped Crop Sweater,Striped_Crop_Sweater/img_00000013.jpg,2,5,3,1,3,1,3,3,0,0,0,1,1,3
11032,Van Halen Cutout Muscle Tee,Van_Halen_Cutout_Muscle_Tee/img_00000006.jpg,1,6,2,1,3,1,3,3,1,0,0,1,0,2
11038,Heathered Scuba Knit Bomber Jacket,Heathered_Scuba_Knit_Bomber_Jacket/img_00000013.jpg,3,3,6,1,3,2,3,3,1,0,0,0,0,2
11061,Drapey Trench Jacket,Drapey_Trench_Jacket/img_00000075.jpg,3,3,6,1,3,2,3,3,1,1,1,0,0,4
11075,Open-Front Collarless Blazer,Open-Front_Collarless_Blazer/img_00000022.jpg,2,1,6,1,3,4,3,3,1,0,1,1,1,5
11077,Stretch-Knit Racerback Tank,Stretch-Knit_Racerback_Tank/img_00000042.jpg,1,5,6,3,3,4,3,3,0,0,0,0,1,2
11079,Athletic Mesh-Paneled Track Jacket,Athletic_Mesh-Paneled_Track_Jacket/img_00000018.jpg,3,3,6,1,3,1,3,1,1,0,0,0,0,4
11104,Striped Crop Sweater,Striped_Crop_Sweater/img_00000006.jpg,2,5,3,1,3,1,6,3,0,0,0,1,1,4
11106,Cuffed Mineral Wash Tee,Cuffed_Mineral_Wash_Tee/img_00000014.jpg,1,6,6,2,3,1,3,3,0,0,0,1,0,4
11119,Abstract Windowpane-Patterned Skirt,Abstract_Windowpane-Patterned_Skirt/img_00000014.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,5
11122,Shore Girl Cropped Tank,Shore_Girl_Cropped_Tank/img_00000055.jpg,1,5,6,3,3,4,3,1,0,0,1,0,1,4
11125,Collarless V-Neck Blouse,Collarless_V-Neck_Blouse/img_00000037.jpg,1,1,6,1,3,1,2,2,0,0,0,1,1,3
11133,Eyelash Lace Trim Blouse,Eyelash_Lace_Trim_Blouse/img_00000072.jpg,1,1,4,3,3,4,2,3,0,0,0,1,1,5
11139,Brooklyn Nets Jersey Tank Top,Brooklyn_Nets_Jersey_Tank_Top/img_00000069.jpg,1,7,2,3,3,1,2,3,0,0,0,0,1,2
11144,Drapey Trench Jacket,Drapey_Trench_Jacket/img_00000043.jpg,3,3,6,1,3,2,3,3,0,0,1,1,0,4
11146,Button-Front Blazer,Button-Front_Blazer/img_00000093.jpg,2,1,6,1,3,4,3,3,1,0,1,0,0,4
11152,Slub Knit Dolman Cardigan,Slub_Knit_Dolman_Cardigan/img_00000038.jpg,2,2,1,1,3,1,6,3,1,0,0,0,0,2
11154,Abstract Chevron Print Top,Abstract_Chevron_Print_Top/img_00000008.jpg,1,7,1,2,3,2,3,3,0,0,0,1,1,5
11158,Lace-Trimmed Knit Tank,Lace-Trimmed_Knit_Tank/img_00000011.jpg,1,5,6,3,3,2,3,3,0,0,0,0,1,4
11162,Classic Bike Shorts,Classic_Bike_Shorts/img_00000009.jpg,6,4,6,3,3,4,3,1,0,0,1,1,1,2
11164,Cotton Drawstring Shorts,Cotton_Drawstring_Shorts/img_00000029.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,5
11166,Embroidered Organza Skirt,Embroidered_Organza_Skirt/img_00000001.jpg,6,2,4,3,3,4,3,3,0,0,0,1,1,2
11180,Open-Front Jersey Cardigan,Open-Front_Jersey_Cardigan/img_00000014.jpg,2,2,6,1,3,4,3,3,1,0,0,1,0,3
11185,Boxy V-Neck Top,Boxy_V-Neck_Top/img_00000009.jpg,1,7,6,1,3,2,3,3,1,0,1,1,0,1
11195,Stretch-Knit Shorts,Stretch-Knit_Shorts/img_00000014.jpg,6,4,6,3,3,4,3,1,1,0,0,0,1,2
11200,Above Average Linen Tee,Above_Average_Linen_Tee/img_00000013.jpg,1,6,6,2,3,2,3,3,0,0,0,0,1,5
11204,Hooded Cotton Canvas Anorak,Hooded_Cotton_Canvas_Anorak/img_00000056.jpg,3,1,6,1,3,1,3,3,1,1,0,0,0,3
11220,Colorblocked Faux Leather Varsity Jacket,Colorblocked_Faux_Leather_Varsity_Jacket/img_00000021.jpg,3,3,6,1,3,1,4,3,1,1,0,0,0,4
11242,Faux Fur Bomber Jacket,Faux_Fur_Bomber_Jacket/img_00000069.jpg,3,3,6,1,3,1,5,3,1,1,0,0,0,3
11244,Abstract Woven Joggers,Abstract_Woven_Joggers/img_00000006.jpg,6,10,1,3,3,4,3,3,0,0,1,1,0,3
11252,Drawstring Zippered Sweatpants,Drawstring_Zippered_Sweatpants/img_00000023.jpg,6,6,6,3,3,4,3,3,0,0,0,1,0,4
11253,Pleated Chambray Shorts,Pleated_Chambray_Shorts/img_00000050.jpg,6,4,6,3,3,4,1,1,0,0,0,1,0,3
11268,High-Waisted Denim Shorts,High-Waisted_Denim_Shorts/img_00000049.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,5
11279,Striped Sweater,Striped_Sweater/img_00000035.jpg,2,5,3,1,3,1,6,3,1,0,1,1,0,4
11284,Stretch-Knit Shorts,Stretch-Knit_Shorts/img_00000047.jpg,6,4,1,3,3,4,3,1,0,0,0,1,1,3
11297,Manhattan Graphic Tee,Manhattan_Graphic_Tee/img_00000032.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,5
11298,Striped V-Neck Tee,Striped_V-Neck_Tee/img_00000022.jpg,1,6,2,2,3,2,3,3,0,0,1,1,1,2
11299,Petal-Sleeved Blouse,Petal-Sleeved_Blouse/img_00000069.jpg,1,1,1,2,3,1,3,3,0,0,0,1,0,3
11300,Drape-Front Shawl Collar Jacket,Drape-Front_Shawl_Collar_Jacket/img_00000025.jpg,3,3,7,1,3,1,4,3,1,0,0,1,0,2
11301,Faux Shearling Aviator Jacket,Faux_Shearling_Aviator_Jacket/img_00000025.jpg,3,3,6,1,3,2,5,3,1,1,1,0,0,4
11307,Longline Denim Jacket,Longline_Denim_Jacket/img_00000029.jpg,3,3,6,1,3,1,1,3,1,0,0,0,0,2
11310,Embroidered Racerback Tank,Embroidered_Racerback_Tank/img_00000042.jpg,1,5,6,3,3,4,3,3,0,0,0,1,1,4
11327,Cable Knit Striped Sweater,Cable_Knit_Striped_Sweater/img_00000011.jpg,2,5,3,1,3,1,6,3,1,0,1,1,0,4
11329,Water Print Sarong,Water_Print_Sarong/img_00000016.jpg,6,15,2,3,3,4,3,1,0,0,0,1,1,1
11332,Striped Marled Knit Cardigan,Striped_Marled_Knit_Cardigan/img_00000007.jpg,2,2,1,1,3,4,6,3,1,0,0,1,0,4
11334,Zippered Linen Tee,Zippered_Linen_Tee/img_00000029.jpg,1,6,6,1,3,1,3,3,1,0,1,0,0,3
11339,Ethereal Draped Front Blouse,Ethereal_Draped_Front_Blouse/img_00000010.jpg,1,1,6,3,3,2,2,3,0,0,0,1,1,4
11347,Drawstring Floral Shorts,Drawstring_Floral_Shorts/img_00000015.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,4
11350,Sunburst Print Swim Trunks,Sunburst_Print_Swim_Trunks/img_00000008.jpg,6,11,1,3,3,4,3,3,0,0,1,0,0,2
11351,Garment Dyed Chino Joggers,Garment_Dyed_Chino_Joggers/img_00000029.jpg,6,10,6,3,3,4,3,3,1,1,1,1,1,4
11358,Acid Wash Jeggings,Acid_Wash_Jeggings/img_00000017.jpg,6,9,6,3,3,4,1,1,1,1,1,1,0,3
11363,Pleated Chiffon Blouse,Pleated_Chiffon_Blouse/img_00000142.jpg,1,1,6,1,3,1,2,3,1,0,0,0,0,2
11388,NYC Graphic Tee,NYC_Graphic_Tee/img_00000065.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,1
11392,Hooded Varsity Jacket,Hooded_Varsity_Jacket/img_00000030.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,2
11393,Geo Print Swim Trunks,Geo_Print_Swim_Trunks/img_00000030.jpg,6,11,2,3,3,4,3,2,0,0,0,0,1,4
11396,Drawstring Legging Shorts,Drawstring_Legging_Shorts/img_00000030.jpg,6,4,2,3,3,4,3,3,0,0,1,1,1,3
11409,Striped Midi Skirt,Striped_Midi_Skirt/img_00000029.jpg,6,2,3,3,3,4,3,1,0,0,0,1,1,2
11419,Drop-Sleeve Sweater,Drop-Sleeve_Sweater/img_00000020.jpg,2,5,6,1,3,1,3,3,0,0,1,1,0,4
11421,Texture-Paneled Performance Shorts,Texture-Paneled_Performance_Shorts/img_00000001.jpg,6,4,6,3,3,4,3,3,0,0,1,1,1,3
11424,Distressed Denim Cutoffs,Distressed_Denim_Cutoffs/img_00000052.jpg,6,1,6,3,3,4,1,3,0,0,0,0,1,1
11428,Reason Heathered NY Baseball Jersey,Reason_Heathered_NY_Baseball_Jersey/img_00000036.jpg,2,4,2,3,3,4,3,3,0,0,1,1,1,1
11443,Lace Mini Skirt,Lace_Mini_Skirt/img_00000069.jpg,6,2,4,3,3,4,3,3,0,0,0,1,1,4
11460,Floral Lace Maxi Cardigan,Floral_Lace_Maxi_Cardigan/img_00000028.jpg,2,2,4,1,3,4,2,3,0,0,0,1,1,1
11467,High Slit Scoop Neck Tee,High_Slit_Scoop_Neck_Tee/img_00000028.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,5
11476,Zippered Sleeveless Hoodie,Zippered_Sleeveless_Hoodie/img_00000006.jpg,2,3,2,3,3,2,3,3,0,0,1,1,1,2
11478,Classic Racerback Tank,Classic_Racerback_Tank/img_00000016.jpg,1,5,6,2,3,4,3,1,0,0,0,1,1,5
11480,Doodle Print Tee,Doodle_Print_Tee/img_00000022.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,1
11484,Paneled Knit Leggings,Paneled_Knit_Leggings/img_00000011.jpg,6,3,6,3,3,4,4,1,0,0,1,0,0,3
11486,Fuzzy Plaid Sweater,Fuzzy_Plaid_Sweater/img_00000029.jpg,2,5,7,1,3,2,6,2,1,0,1,0,0,4
11498,Striped Ringer Pocket Tee,Striped_Ringer_Pocket_Tee/img_00000050.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,5
11499,Classic Mom Jeans,Classic_Mom_Jeans/img_00000057.jpg,6,8,1,3,3,4,1,3,1,1,1,1,1,3
11505,Eyelash Lace-Trimmed Shorts,Eyelash_Lace-Trimmed_Shorts/img_00000038.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,2
11514,Pleated Maxi Skirt,Pleated_Maxi_Skirt/img_00000039.jpg,6,2,5,3,3,4,2,2,0,0,0,1,1,3
11520,Striped Twist-Front Blouse,Striped_Twist-Front_Blouse/img_00000088.jpg,1,1,3,1,3,2,2,3,0,0,1,1,1,4
11521,Cutout Workout Leggings,Cutout_Workout_Leggings/img_00000031.jpg,6,3,6,3,3,4,3,1,1,0,0,0,0,3
11522,Classic Flared Jeans,Classic_Flared_Jeans/img_00000046.jpg,6,8,6,3,3,4,1,3,1,1,1,1,1,5
11529,Boat Neck Top,Boat_Neck_Top/img_00000016.jpg,1,7,6,1,3,1,2,3,0,0,0,1,0,1
11531,Faux Fur Trimmed Moto Jacket,Faux_Fur_Trimmed_Moto_Jacket/img_00000078.jpg,3,3,6,1,3,1,5,3,1,0,1,0,0,4
11545,Box-Pleated Top,Box-Pleated_Top/img_00000015.jpg,1,7,6,3,3,1,3,2,0,0,0,1,1,3
11554,Striped Textured Sweater,Striped_Textured_Sweater/img_00000010.jpg,2,5,3,1,3,1,6,3,0,0,0,1,0,4
11557,Quilted Faux Leather Jacket,Quilted_Faux_Leather_Jacket/img_00000032.jpg,3,3,6,1,3,1,4,3,1,1,0,0,0,5
11558,Rose Print Dolphin Shorts,Rose_Print_Dolphin_Shorts/img_00000019.jpg,6,4,3,3,3,4,3,3,0,0,0,1,1,4
11580,Colorblocked French Terry Hoodie,Colorblocked_French_Terry_Hoodie/img_00000026.jpg,2,3,6,1,3,1,3,3,1,1,1,1,0,3
11592,Peter Pan Collar Sweater,Peter_Pan_Collar_Sweater/img_00000050.jpg,2,5,6,1,3,1,6,3,1,0,0,1,0,1
11610,Windbreaker Utility Jacket,Windbreaker_Utility_Jacket/img_00000037.jpg,3,3,2,1,3,2,3,2,1,1,0,1,0,5
11618,Rose Print Corduroy Skater Skirt,Rose_Print_Corduroy_Skater_Skirt/img_00000031.jpg,6,2,6,3,3,4,3,3,0,0,0,1,1,5
11646,Floral-Embroidered Shorts,Floral-Embroidered_Shorts/img_00000009.jpg,6,4,4,3,3,4,3,3,0,0,1,1,1,5
11651,Mineral Wash High-Rise Skinny Jeans,Mineral_Wash_High-Rise_Skinny_Jeans/img_00000054.jpg,6,8,1,3,3,4,1,1,1,1,0,1,1,4
11652,Abstract Print Tulip-Cut Top,Abstract_Print_Tulip-Cut_Top/img_00000026.jpg,1,7,1,2,3,1,2,3,0,0,0,0,1,2
11666,Slouchy Fuzzy Knit Cardigan,Slouchy_Fuzzy_Knit_Cardigan/img_00000028.jpg,2,2,7,1,3,1,6,3,1,0,0,0,0,4
11670,Mesh Tuxedo-Striped Sweatpants,Mesh_Tuxedo-Striped_Sweatpants/img_00000046.jpg,6,6,6,3,3,4,3,3,1,1,1,1,1,5
11675,Striped Box-Pleated Skirt,Striped_Box-Pleated_Skirt/img_00000001.jpg,6,2,6,3,3,4,3,3,1,1,1,1,0,4
11677,Textured Polka Dot Shorts,Textured_Polka_Dot_Shorts/img_00000013.jpg,6,4,2,3,3,4,3,1,0,0,0,1,1,3
11680,Ribbed Drawstring Joggers,Ribbed_Drawstring_Joggers/img_00000026.jpg,6,10,6,3,3,4,1,1,0,0,1,1,1,5
11706,Quilted Faux Leather Skirt,Quilted_Faux_Leather_Skirt/img_00000035.jpg,6,2,6,3,3,4,4,3,0,0,0,1,1,4
11720,Embroidered Mesh-Paneled Blouse,Embroidered_Mesh-Paneled_Blouse/img_00000058.jpg,1,1,4,1,3,2,2,3,0,0,0,1,0,4
11747,Asymmetrical Pencil Skirt,Asymmetrical_Pencil_Skirt/img_00000077.jpg,6,2,5,3,3,4,3,1,0,0,1,1,1,3
11749,Distressed Denim Faded Cutoffs,Distressed_Denim_Faded_Cutoffs/img_00000035.jpg,6,1,6,3,3,4,1,1,0,0,0,0,1,2
11750,Chiffon Maxi Cardigan,Chiffon_Maxi_Cardigan/img_00000068.jpg,2,2,2,1,3,2,2,3,0,0,0,1,1,1
11754,Hooded Bomber Jacket,Hooded_Bomber_Jacket/img_00000066.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,4
11755,Favorite V-Neck Tee,Favorite_V-Neck_Tee/img_00000024.jpg,1,6,3,2,3,2,3,3,0,0,0,1,1,2
11766,Colorblocked Raglan Sweater,Colorblocked_Raglan_Sweater/img_00000026.jpg,2,5,6,1,3,1,3,3,0,0,1,1,0,2
11775,Box Pleat A-Line Skirt,Box_Pleat_A-Line_Skirt/img_00000011.jpg,6,2,5,3,3,4,3,3,0,0,0,1,1,4
11788,Heathered Pocket Tee,Heathered_Pocket_Tee/img_00000059.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4
11796,Textured Woven Blazer,Textured_Woven_Blazer/img_00000034.jpg,2,1,6,1,3,2,3,3,0,0,1,1,0,3
11799,Pintucked Chiffon Blouse,Pintucked_Chiffon_Blouse/img_00000013.jpg,1,1,1,3,3,1,2,3,0,0,0,1,1,3
11801,Scalloped Crochet Skirt,Scalloped_Crochet_Skirt/img_00000013.jpg,6,2,4,3,3,4,6,3,0,0,0,1,1,1
11809,Rugby Stripe Sweater,Rugby_Stripe_Sweater/img_00000046.jpg,2,5,6,1,3,1,4,3,0,0,1,1,0,4
11811,Boxy Texture-Striped Tee,Boxy_Texture-Striped_Tee/img_00000025.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,5
11816,Distressed Muscle Tee,Distressed_Muscle_Tee/img_00000002.jpg,1,6,2,3,3,4,3,3,0,0,1,1,1,1
11839,Sheer Abstract Print Blouse,Sheer_Abstract_Print_Blouse/img_00000022.jpg,1,1,1,3,3,2,2,3,0,0,0,1,1,3
11847,Ribbed Knit Sweater,Ribbed_Knit_Sweater/img_00000015.jpg,2,5,6,1,3,1,6,3,1,0,0,1,0,4
11849,Fair Isle Crew Neck Sweater,Fair_Isle_Crew_Neck_Sweater/img_00000041.jpg,2,5,2,1,3,1,6,3,1,0,0,1,0,4
11856,Embroidered Mini Skirt,Embroidered_Mini_Skirt/img_00000002.jpg,6,2,4,3,3,4,3,3,0,0,0,0,1,3
11857,Open-Knit Batwing Cardigan,Open-Knit_Batwing_Cardigan/img_00000002.jpg,2,2,6,1,3,1,6,3,1,0,0,1,0,3
11859,Abstract Dot Off-the-Shoulder Top,Abstract_Dot_Off-the-Shoulder_Top/img_00000019.jpg,1,7,6,3,3,4,2,3,0,0,0,1,1,4
11864,Cotton Canvas Shorts,Cotton_Canvas_Shorts/img_00000081.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,2
11867,Aerosmith Raglan Top,Aerosmith_Raglan_Top/img_00000004.jpg,1,7,2,2,3,1,3,3,0,0,0,1,1,1
11869,Faux Leather Biker Jacket,Faux_Leather_Biker_Jacket/img_00000031.jpg,3,3,6,1,3,2,4,3,1,0,0,1,0,3
11877,Cutout Purl Knit Sweater,Cutout_Purl_Knit_Sweater/img_00000025.jpg,2,5,6,1,3,1,6,3,0,0,1,1,1,1
11885,Faux Leather Shawl Collar Blazer,Faux_Leather_Shawl_Collar_Blazer/img_00000123.jpg,2,1,6,1,3,2,3,3,0,0,0,1,0,3
11887,Crepe Popover Blouse,Crepe_Popover_Blouse/img_00000007.jpg,1,1,6,1,3,2,2,3,1,0,0,1,1,2
11889,Crossover-Waist Athletic Shorts,Crossover-Waist_Athletic_Shorts/img_00000012.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
11890,Zippered Faux Leather Mini Skirt,Zippered_Faux_Leather_Mini_Skirt/img_00000027.jpg,6,2,6,3,3,4,4,1,0,0,0,1,1,4
11899,Abstract Chevron Print Top,Abstract_Chevron_Print_Top/img_00000036.jpg,1,7,1,3,3,1,3,3,0,0,0,1,0,1
11908,Big Apples Tee,Big_Apples_Tee/img_00000026.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,2
11918,Hooded Windbreaker Utility Jacket,Hooded_Windbreaker_Utility_Jacket/img_00000015.jpg,3,3,6,1,3,2,3,3,1,0,0,0,0,3
11926,Tile Print Pencil Skirt,Tile_Print_Pencil_Skirt/img_00000011.jpg,6,2,7,3,3,4,3,3,0,0,0,1,0,1
11932,Contrast Drawstring Denim Shorts,Contrast_Drawstring_Denim_Shorts/img_00000015.jpg,6,4,6,3,3,4,3,3,1,0,1,1,1,3
11937,Striped Fringe-Trim Shawl Cardigan,Striped_Fringe-Trim_Shawl_Cardigan/img_00000021.jpg,2,2,2,1,3,4,6,3,1,0,1,1,0,4
11941,Belted Polka Dot Skirt,Belted_Polka_Dot_Skirt/img_00000031.jpg,6,2,2,3,3,4,2,2,0,0,0,1,1,2
11942,Tropical Print Shorts,Tropical_Print_Shorts/img_00000009.jpg,6,4,1,3,3,4,3,3,0,0,1,1,1,3
11943,Faux Leather Biker Jacket,Faux_Leather_Biker_Jacket/img_00000052.jpg,3,3,6,1,3,2,4,3,1,0,0,0,0,4
11948,Buttoned Cami Crop Top,Buttoned_Cami_Crop_Top/img_00000022.jpg,1,7,6,3,3,4,2,3,0,0,0,1,1,4
11957,Tartan Plaid Blouse,Tartan_Plaid_Blouse/img_00000015.jpg,1,1,7,1,3,1,3,3,0,0,0,1,0,4
11958,Mesh Pullover Hoodie,Mesh_Pullover_Hoodie/img_00000046.jpg,2,3,6,1,3,1,3,3,0,0,0,0,1,3
11961,Paisley Print Leggings,Paisley_Print_Leggings/img_00000020.jpg,6,3,1,3,3,4,3,1,0,0,0,1,0,1
11962,Heathered Racerback Flare Tank,Heathered_Racerback_Flare_Tank/img_00000036.jpg,1,5,6,3,3,4,3,3,0,1,0,0,0,2
11968,Slit Midi Skirt,Slit_Midi_Skirt/img_00000006.jpg,6,2,6,3,3,4,3,1,0,0,0,1,1,5
11969,Denim Pencil Skirt,Denim_Pencil_Skirt/img_00000041.jpg,6,2,6,3,3,4,1,1,0,0,0,1,1,2
11973,Faux Suede Moto Jacket,Faux_Suede_Moto_Jacket/img_00000028.jpg,3,3,6,1,3,2,4,3,1,0,0,0,0,2
11975,Denim Mini Skirt,Denim_Mini_Skirt/img_00000038.jpg,6,2,6,3,3,4,1,1,0,0,0,1,1,3
11977,Mock Neck Tee,Mock_Neck_Tee/img_00000053.jpg,1,6,6,3,3,1,3,3,0,0,0,1,1,4
11978,Colorblocked Hooded Knit Henley,Colorblocked_Hooded_Knit_Henley/img_00000037.jpg,1,4,6,1,3,2,3,3,1,1,1,1,0,5
11991,Floral Print Tie-Front Blouse,Floral_Print_Tie-Front_Blouse/img_00000001.jpg,1,1,1,2,3,1,2,3,0,0,0,0,1,4
11993,Ribbed Mini Skirt,Ribbed_Mini_Skirt/img_00000055.jpg,6,2,6,3,3,4,3,1,0,0,1,1,1,4
12007,Marble Print Tee,Marble_Print_Tee/img_00000025.jpg,1,6,1,2,3,1,3,3,0,0,0,0,1,3
12013,Faded Distressed Jeans,Faded_Distressed_Jeans/img_00000028.jpg,6,8,6,3,3,4,1,3,0,0,1,1,0,4
12021,Longline Crepe Blouse,Longline_Crepe_Blouse/img_00000103.jpg,1,1,2,1,3,1,3,2,0,0,0,1,0,1
12026,Tropical Print Tank,Tropical_Print_Tank/img_00000016.jpg,1,5,1,3,3,4,3,3,0,0,0,0,1,2
12036,Snoopy Graphic Baseball Tee,Snoopy_Graphic_Baseball_Tee/img_00000024.jpg,1,6,2,2,3,1,3,1,0,0,0,1,1,5
12042,Marled Knit Sweatpants,Marled_Knit_Sweatpants/img_00000001.jpg,6,6,1,3,3,4,6,3,1,0,1,1,0,2
12066,Clean Wash High-Waisted Shorts,Clean_Wash_High-Waisted_Shorts/img_00000035.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,2
12067,Knit Mini Skirt,Knit_Mini_Skirt/img_00000021.jpg,6,2,6,3,3,4,6,1,0,0,1,0,1,4
12068,Dark Wash - Slim Fit Jeans,Dark_Wash_-_Slim_Fit_Jeans/img_00000038.jpg,6,8,6,3,3,4,1,3,1,0,0,0,0,2
12073,Zip Collar Bomber,Zip_Collar_Bomber/img_00000016.jpg,3,2,6,1,3,1,4,3,0,0,1,1,0,3
12087,Drapey Muscle Tee,Drapey_Muscle_Tee/img_00000055.jpg,1,6,6,3,3,1,3,3,0,0,1,1,1,5
12098,Ruffled Floral Blouse,Ruffled_Floral_Blouse/img_00000056.jpg,1,1,2,2,3,2,3,3,0,0,0,1,0,2
12100,Southwestern Print Maxi Skirt,Southwestern_Print_Maxi_Skirt/img_00000009.jpg,6,2,2,3,3,4,3,3,0,0,0,1,0,1
12102,Mid Rise - Skinny Jeans,Mid_Rise_-_Skinny_Jeans/img_00000001.jpg,6,8,6,3,3,4,1,1,0,0,0,1,1,5
12103,Transformers Muscle Tee,Transformers_Muscle_Tee/img_00000003.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,5
12109,Stripe Print Surplice Blouse,Stripe_Print_Surplice_Blouse/img_00000077.jpg,1,1,3,1,3,2,3,3,0,0,0,1,0,3
12119,Collarless Faux Leather-Sleeve Blazer,Collarless_Faux_Leather-Sleeve_Blazer/img_00000064.jpg,2,1,6,1,3,4,3,3,1,0,1,1,0,3
12123,Boho Doll Crocheted Cardigan,Boho_Doll_Crocheted_Cardigan/img_00000008.jpg,2,2,6,1,3,4,6,2,1,0,0,1,0,5
12133,Scalloped Crochet-Hem Shorts,Scalloped_Crochet-Hem_Shorts/img_00000030.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,3
12135,Collarless Multi-Knit Jacket,Collarless_Multi-Knit_Jacket/img_00000040.jpg,3,3,6,1,3,1,3,3,1,0,1,1,0,3
12136,Classic Heathered Knit Top,Classic_Heathered_Knit_Top/img_00000038.jpg,1,7,6,1,3,1,3,2,1,0,1,0,0,4
12151,Fringed Shawl Collar Cardigan,Fringed_Shawl_Collar_Cardigan/img_00000016.jpg,2,2,2,1,3,2,6,3,0,0,1,0,0,3
12162,Paisley Floral Print Blouse,Paisley_Floral_Print_Blouse/img_00000046.jpg,1,1,1,1,3,2,3,3,0,0,0,1,1,5
12166,Mesh Racerback Tank,Mesh_Racerback_Tank/img_00000034.jpg,1,5,2,3,3,4,3,3,0,0,0,0,1,2
12167,Be Cool Crop Top,Be_Cool_Crop_Top/img_00000028.jpg,1,7,2,2,3,1,3,3,0,0,0,1,1,3
12171,The Beatles Baseball Tee,The_Beatles_Baseball_Tee/img_00000029.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,3
12190,Rose Print Shorts,Rose_Print_Shorts/img_00000050.jpg,6,4,1,3,3,4,3,1,0,0,0,1,1,1
12197,Metallic Knit Sweater,Metallic_Knit_Sweater/img_00000051.jpg,2,5,6,1,3,1,6,3,1,1,0,0,0,4
12204,Sleeveless Zip-Front Hoodie,Sleeveless_Zip-Front_Hoodie/img_00000008.jpg,2,3,6,3,3,1,3,3,0,0,1,0,0,1
12211,Floral Print Knit Tank,Floral_Print_Knit_Tank/img_00000017.jpg,1,5,1,3,3,4,3,3,0,0,0,0,1,1
12229,Shirred Floral-Embroidered Blouse,Shirred_Floral-Embroidered_Blouse/img_00000086.jpg,1,1,6,2,3,1,3,3,1,0,0,1,1,3
12239,Faux Shearling Aviator Jacket,Faux_Shearling_Aviator_Jacket/img_00000076.jpg,3,3,6,1,3,1,4,3,1,0,0,1,0,3
12258,Strong Muscle Tee,Strong_Muscle_Tee/img_00000001.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,4
12268,Polka Dot Swim Trunks,Polka_Dot_Swim_Trunks/img_00000062.jpg,6,11,2,3,3,4,3,3,0,0,0,1,0,3
12272,Palm Camo Chino Joggers,Palm_Camo_Chino_Joggers/img_00000012.jpg,6,10,2,3,3,4,3,3,1,0,0,1,1,3
12285,Front Row Graphic Tee,Front_Row_Graphic_Tee/img_00000040.jpg,1,6,1,3,2,1,3,3,0,0,0,1,0,1
12300,Miami Heat Baseball Tee,Miami_Heat_Baseball_Tee/img_00000027.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
12305,Faux Leather-Paneled Leggings,Faux_Leather-Paneled_Leggings/img_00000012.jpg,6,3,6,3,3,4,3,1,1,0,0,1,0,4
12307,Boxy Knit Top,Boxy_Knit_Top/img_00000001.jpg,1,7,6,2,3,1,3,3,0,0,0,1,1,4
12315,Triple-Blocked Capri Leggings,Triple-Blocked_Capri_Leggings/img_00000001.jpg,6,3,6,3,3,4,3,1,0,0,0,1,0,2
12333,Bleached Denim Joggers,Bleached_Denim_Joggers/img_00000030.jpg,6,10,6,3,3,4,3,1,1,1,1,1,1,4
12340,Cuffed-Sleeve Heathered Tee,Cuffed-Sleeve_Heathered_Tee/img_00000022.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4
12343,Faux Fur Bomber Jacket,Faux_Fur_Bomber_Jacket/img_00000057.jpg,3,3,6,1,3,1,5,3,1,1,0,0,0,4
12347,Striped Boxy Sweater,Striped_Boxy_Sweater/img_00000009.jpg,2,5,3,1,3,1,6,3,0,0,0,1,0,1
